date,debate,dossier,number,author_name,author_group,amendment_content,amendment_summary
2025-01-21,RUANR5L17S2025IDS28915,Projet de loi d'urgence pour Mayotte,35,Mathilde Hignet,LFI-NFP,"À l’alinéa 1, après le mot :  « entreprises »  insérer les mots : « ou aux petites et moyennes entreprises ».","Cet amendement du groupe LFI-NFP propose d'autoriser les acheteurs publics à prévoir qu'une part des marchés publics de travaux nécessaires à la reconstruction ou à la réfection des équipements publics et des bâtiments affectés par le cylone Chido, quel que soit leur montant, soit réservée, non seulement aux TPE locales comme le prévoit l'article 14 bis, mais aussi à des PME locales. Mayotte connaît le taux de chômage le plus élevé de France, à 37 %, et le PIB par habitant le plus bas de France, à 10 600 € et le taux de pauvreté s'élève à 77%. Il est fondamental que l'activité économique liée à la reconstruction, notamment à travers les marchés publics, bénéficie directement à l'économie mahoraise et à ses PME et artisans. Cet amendement s'inspire de l'article 4 undecies adopté par le Sénat à l'occasion du projet de loi de simplification de la vie économique."
2025-01-20,RUANR5L17S2025IDS28940,Projet de loi d'urgence pour Mayotte,17,Aurélien Taché,LFI-NFP,"Rédiger ainsi cet article : « Pour une durée de deux ans à compter de la promulgation de cette loi, aucune restriction administrative ou militaire à l’accès aux matériaux de construction, et notamment la tôle bac acier, n’est faite aux particuliers. »","Cet amendement du groupe LFI-NFP vise à interdire, pour une durée de 2 ans, toute restriction administrative ou militaire à l'accès aux matériaux de construction, et notamment la tôle bac acier, faite aux particuliers. En effet, à Mayotte, de très nombreuses personnes ont recours à l’habitat informel pour se loger. Ces habitations de fortune sont souvent constituées à partir de matériaux hétéroclites, récoltés en fonction des opportunités, et comportent la plupart du temps de la tôle bac acier. Dans une volonté de lutter contre l’immigration à Mayotte, le préfet a déjà prévu dans un arrêté du 3 janvier 2025 la restriction de la vente de tôles et la rapporteure sur le texte a renforcé cette mesure par un nouvel article dans le présent texte. Limiter ou interdire la vente de matériaux de constructions légers, comme la tôle bac acier, pourrait donc avoir des conséquences humainement désastreuses. Bien entendu, l’habitat informel ne peut constituer une situation durable pour ces personnes, et des alternatives justes doivent être construites et proposées dans les prochains mois. Mais la lutte contre l’habitat informel ne peut pas être une excuse pour empêcher des gens, qui n’ont pas d’autres alternatives, de se loger, notamment quand il s’agit de s’en servir au profit d’un agenda anti-migrants. Cela n’ajouterait que du chaos au chaos.  "
2025-01-20,RUANR5L17S2025IDS28939,Projet de loi d'urgence pour Mayotte,329,Maud Petit,DEM,"À l’alinéa 2, substituer aux mots : « d’experts publics et privés »  les mots :  « d’acteurs publics et économiques y compris agricoles ».","Ce sous-amendement vise soutenir le monde agricole et s’assurer que la reconstruction de Mayotte s’appuiera sur l’ensemble des acteurs économiques y compris agricoles. En effet, l’expertise du secteur agricole est essentielle dans l’œuvre de reconstruction de l’archipel."
2025-01-20,RUANR5L17S2025IDS28940,Projet de loi d'urgence pour Mayotte,20,Aurélien Taché,LFI-NFP,Supprimer la deuxième phrase de l’alinéa 12.,"Par cet amendement nous nous opposons à autoriser des demandes d'urbanisme de manière tacite. La réduction des délais d’instruction des demandes d’autorisation d’urbanisme à 15 jours à compter de la réception du dossier, prévue par cet article, est nécessaire au vu de l’urgence. Il est néanmoins inenvisageable d’autoriser des demandes d’urbanisme de manière tacite. En effet, au vu de l’urgence, l’administration compétente dans l’étude des demandes d’autorisation d’urbanisme risque d’être surchargée de demandes. Dans ces conditions, il est probable qu’une absence de réponse passée le délai de 15 jours à compter de la réception du dossier ne soit pas le fruit d’une acceptation non-notifiée de la demande, mais d’un dossier qui n’aura tout simplement pas été étudié. Or, l’examen minutieux d’une demande d’autorisation d’urbanisme reste nécessaire, notamment pour vérifier les conditions de salubrité ; et dans le cas particulier de Mayotte, étudier le risque d’inondation. Nous savons que sur l’archipel, près de 56 000 personnes vivent en zone d’aléas inondation. Dans ces conditions, la plus grande prudence s’impose, et une étude minutieuse des dossiers doit être garantie. L’efficacité et la rapidité dans l’étude des demandes d’autorisation ne doit pas se faire au pris d’une gestion expéditive, voire aléatoire, des dossiers. C’est à l’Etat de prendre toutes les dispositions nécessaires pour assurer un examen des dossiers qui soit à la fois minutieux, et rapide."
2025-01-21,RUANR5L17S2025IDS28942,Projet de loi d'urgence pour Mayotte,246,Dominique Voynet,ECOS,"Les titres de séjour ayant expiré avant le 14 décembre 2024 et dont les titulaires ont régulièrement déposé leur dossier de renouvellement, ainsi que ceux expirant entre le 14 décembre 2024 et le 31 mars 2025 sont tacitement renouvelés. Cette période peut être prolongée par décret en fonction de la capacité des services concernés à reprendre les instructions, au plus tard jusqu’au 31 décembre 2025.","Au 15 janvier 2025, les services préfectoraux en charge de l’instruction des demandes de titres de séjour ne sont pas en mesure de reprendre leur travail et se trouvent donc dans l’impossibilité d’instruire les dossiers. Les étrangers en situation régulière qui résident à Mayotte peuvent, malgré leur bonne foi, se retrouver dans l’irrégularité suite à la fermeture des services préfectoraux en charge de leurs dossiers depuis le passage du cyclone Chido, leurs titres de séjours arrivant à échéance. Cet amendement prévoit donc de renouveler tacitement ces titres de séjour qui ont expiré depuis le 14 décembre dernier et jusqu’au 31 mars, ou pour les dossiers en cours d’instruction au moment du passage de Chido. Cette mesure d’urgence pourra durer jusqu’au retour à un travail dans des conditions normales au sein de ces services, sans aggravation de la surcharge et du retard dans leurs missions."
2025-01-21,RUANR5L17S2025IDS28915,Projet de loi d'urgence pour Mayotte,244,Dominique Voynet,ECOS,"Compléter l’alinéa 3 par la phrase suivante : « Les terrains publics, propriétés de l’État ou du département de Mayotte, sont mobilisés en priorité dans ce cadre »","Si l’expropriation est parfois nécessaire dans le cadre notamment d’un projet déclaré d’utilité publique, elle doit à Mayotte, où peu de foncier est disponible, se concentrer sur les terrains appartenant au département, plus grand propriétaire de l’archipel, ou à l’État, second. Le CP vend parfois à bon prix des terrains pour des projets nécessaires à Mayotte notamment de service public. L’urgence nous appelle à faire autrement, de nombreuses expropriations de familles mahoraises pourraient par ce biais être évitées."
2025-01-20,RUANR5L17S2025IDS28940,Projet de loi d'urgence pour Mayotte,216,Dominique Voynet,ECOS,"Après l’alinéa 1, insérer l’alinéa suivant : « Le présent article concerne les projets d’habitats individuels et les services publics suivants : les établissements et équipements scolaires, les logements sociaux, les centres de santé et exclue les projets et sites industriels et commerciaux d’une surface supérieure à mille mètres carrés. »","La reconstruction de Mayotte dans l’urgence est une nécessité, mais doit être encadrée afin de permettre en priorité la construction et reconstruction de logements et de services publics. Elle ne doit en aucun cas permettre la dérèglementation dans le cadre de super-projets de grandes entreprises ou industriels, souvent non adaptés au contexte local."
2025-01-21,RUANR5L17S2025IDS28915,Projet de loi d'urgence pour Mayotte,270,Philippe Gosselin,DR,"À l’alinéa 5, substituer au taux : « 30 % » le taux :  « 50 % ».","Cet amendement vise à soutenir l’économie locale de Mayotte en permettant aux acheteurs de réserver une part significative des marchés aux entreprises mahoraises. Cette mesure exceptionnelle se justifie par l’urgence de la situation post-cyclone et la nécessité de stimuler rapidement l’activité économique sur l’île. Elle permettra aux entreprises locales de participer activement à la reconstruction, favorisant ainsi l’emploi local et la résilience économique du territoire."
2025-01-21,RUANR5L17S2025IDS28915,Projet de loi d'urgence pour Mayotte,281,Philippe Naillet,SOC,"Rédiger ainsi cet article : « Les pouvoirs adjudicateurs, les entités adjudicatrices et les acheteurs publics peuvent, dans le cadre des marchés passés dans les conditions prévues aux I des articles 11 et 13 de la présente loi, majorer la notation des offres soumises par les opérateurs économiques mentionnés à la section 3 du chapitre III du titre I er  du livre I er  du code de la commande publique. »","Le présent amendement des députés Socialistes et apparentés vise à reprendre l’esprit de l’article 14  bis  adopté en Commission, qui souhaite soutenir le recours à la main d’œuvre mahoraise, tout en apportant une coordination de rédaction suite à l’adoption de plusieurs amendements de la rapporteure en Commission. Ainsi, il propose de permettre aux acheteurs publics de majorer la notation des offres des opérateurs économiques qui emploient des travailleurs handicapés ou défavorisés ou qui relèvent de l’économie sociale et solidaire. Cette mesure est de nature à favoriser l’insertion économique des Mahorais tout en les associant pleinement à la reconstruction du territoire. Elle permettra également de soutenir économiquement ces structures dans la période et l’emploi à Mayotte. Par coordination elle supprime le premier alinéa de l’article qui est satisfait par les amendements de la rapporteure adoptés en commission aux articles 11 et 13.  "
2025-01-21,RUANR5L17S2025IDS28942,Projet de loi d'urgence pour Mayotte,126,Éric Ciotti,UDR,"I. – À la première phrase de l’alinéa 5, substituer au mot :  « cinq » le mot :  « dix ». II. – Compléter cet article par l’alinéa suivant :  « II. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration de l’accise sur les tabacs prévue au chapitre IV du titre I er  du livre III du code des impositions sur les biens et services. ».","Cet amendement déposé par le Groupe UDR  vise à modifier la durée de la zone franche actuellement établie à 5 ans sur l’île de Mayotte pour la porter à 10 ans, afin de renforcer l’attractivité économique du territoire et soutenir son développement durable. La création d’une zone franche sur l’île de Mayotte constitue un levier économique majeur pour attirer les investisseurs, favoriser la création d’emplois locaux et stimuler le développement économique. Cependant, une durée limitée à 5 ans peut être insuffisante pour permettre aux entreprises d’amortir leurs investissements et de s’installer durablement. Cette prolongation est justifiée pour :  1. Une attractivité accrue, en effet, une durée de 10 ans offre une stabilité et une visibilité à long terme, indispensables pour les entrepreneurs et investisseurs. 2. Développement durable : Les défis socio-économiques de Mayotte, incluant le chômage élevé et les besoins importants en infrastructures, nécessitent une action prolongée pour produire des résultats significatifs. 3. Un encouragement à l’installation d’entreprises : La prolongation des avantages fiscaux et sociaux permettrait de compenser les surcoûts liés à l’insularité et aux difficultés logistiques spécifiques à Mayotte. 4. Une harmonisation avec d’autres territoires ultramarins : Dans d’autres collectivités d’outre-mer, des dispositifs similaires ont montré leur efficacité sur des durées prolongées. Cet amendement vise donc à offrir un cadre incitatif et stable pour accompagner durablement la relance économique de Mayotte et à garantir un développement territorial équilibré et inclusif."
2025-01-21,RUANR5L17S2025IDS28940,Projet de loi d'urgence pour Mayotte,150,Estelle Youssouffa,LIOT,"Rédiger ainsi cet article : « À partir du 1 er  juillet 2025, lorsque la délivrance de l’autorisation d’urbanisme ou la décision de non-opposition à déclaration préalable, nécessaire pour réaliser des travaux mentionnés à l’article 5 de la présente loi, requiert une mise à disposition du public du dossier conformément au premier alinéa de l’article L. 651‑3 du code de l’environnement, le représentant de l’État à Mayotte peut décider de soumettre le projet à la procédure de participation du public par voie électronique en remplacement de la mise à disposition du public du dossier. »","L'article 8, dans sa rédaction issue des travaux de la commission, revient à fortement durcir le dispositif de consultation du public, en imposant une enquête publique alors même que le droit en vigueur à Mayotte ne prévoit qu'une mise à disposition du dossier du public, qui constitue une procédure nettement moins formelle. Paradoxalement, il raccourcit nettement les délais de l'enquête publique, rendant beaucoup plus difficile les travaux du commissaire enquêteur. Par cet amendement, la rapporteure propose de donner la faculté au préfet de Mayotte, lorsqu'un projet de travaux nécessite une enquête environnementale et une consultation préalable du public, de recourir non pas à la mise à disposition du public du dossier, qui constitue la procédure spécifique à Mayotte, mais à la participation du public par voie électronique, potentiellement plus ouverte et pouvant toucher un public plus large. Cette faculté ne serait cependant ouverte qu'à partir du 1er juillet 2025, date à laquelle on peut espérer un rétablissement durable de la couverture internet de l'île. Cette faculté donnée au préfet est sans préjudice de la possibilité de soumettre le projet à une enquête publique pour les projets de travaux les plus significatifs du point de vue environnemental. L'amendement proposé par la rapporteure est donc plus protecteur que la rédaction initialement proposée par le Gouverment."
2025-01-21,RUANR5L17S2025IDS28942,Projet de loi d'urgence pour Mayotte,220,Estelle Youssouffa,LIOT,Compléter la première phrase de l’alinéa 1 par les mots :  « lorsque ces démarches ont été régulièrement effectuées au titre de la période venant à expiration ».,"Cet amendement précise que la prolongation des droits accordés avant le 14 décembre n'est automatique que si les dossiers étaient en règle et complet avant le 14 décembre. Il s'agit de s'assurer que les bénéficiaires remplissaient toutes les conditions avant le 14 décembre, à défaut de pouvoir contrôler les pièces après cette date. Ainsi, les fraudeurs et les personnes qui n'ont pas fourni toutes les pièces avant le 14 décembre seront exclus de la prolongation automatique des droits."
2025-01-21,RUANR5L17S2025IDS28915,Projet de loi d'urgence pour Mayotte,153 (Rect),Estelle Youssouffa,LIOT,"  I. – À la fin de la première phrase de l’alinéa 6, substituer aux mots : « des entreprises appartenant à ces catégories à l’exécution du marché auquel ils postulent » les mots : « de ces entreprises à l’exécution du marché ». II. – En conséquence, à la deuxième phrase du même alinéa 6, substituer aux mots :  « prévues par » les mots : « figurant dans ». III. – En conséquence, à l'avant-dernière phrase dudit alinéa 6, après le mot : « locales », insérer les mots : « établies à Mayotte ».","Amendement rédactionnel destiné à préciser les conditions d'application du plan de sous-traitance prévu par le sixième alinéa de l'article 11 du projet de loi, tel qu'étoffé par la Commission des Affaires économiques, afin de prévenir toute éviction des entreprises mahoraises de l'exécution des marchés publics passés dans le cadre de la procédure dérogatoire formalisée par le projet de loi."
2025-01-21,RUANR5L17S2025IDS28915,Projet de loi d'urgence pour Mayotte,221,Estelle Youssouffa,LIOT," À la première phrase, substituer aux mots :  « du 14 décembre 2024 »  les mots :  « d’entrée en vigueur de la présente loi ».","Cet amendement met fin à l’effet rétroactif de l’article 17 qui pourrait être contraire à la Constitution, sans pour autant supprimer les effets de l'article 17 pour l'avenir. L'article 17 ne suspend pas tant les procédures de recouvrement fiscal forcé, que les  délais  de prescription applicables à ces procédures. Il permet donc à l'Etat de rouvrir des actions publiques qui étaient éteintes du fait de la prescription quadriennale. Par exemple, si une dette envers l'Etat a été constatée le 1er janvier 2021, l'Etat a en principe jusqu'au 1er janvier 2025 pour la récupérer. Faute d'acte interruptif de prescription pendant cette période, autrement dit si l'Etat est inactif pendant quatre ans, il ne peut plus réclamer l'argent auprès du contribuable. L'action publique est donc éteinte le 1er janvier 2025. Si l'article est adopté en l'état, l'action publique sera rouverte après la période de suspension alors qu'elle était éteinte depuis potentiellement un an. Un an après, on va expliquer aux contribuables que leur dette annulée un an plus tôt a ressuscité ! Le Conseil Constitutionnel a posé des exigences strictes sur la rétroactivité en matière fiscale et pénale : dans ces matières, la loi ne peut être rétroactive que dans un sens favorable aux contribuables. Vu que l'article est à la fois rétroactif et défavorable aux contribuables, il pourrait être contraire à la Constitution. L’amendement propose donc que les délais de recouvrement soient bien suspendus à partir du 14 décembre 2024, mais uniquement s’ils sont toujours en cours à la date de l’entrée en vigueur de la loi, c’est-à-dire s’ils n’ont pas expiré entretemps. Ainsi, la prolongation des délais n’a pas d’effet rétroactif et ne lèse pas les contribuables qui devaient bénéficier de ces délais de prescription avant la promulgation de la loi."
2025-01-20,RUANR5L17S2025IDS28939,Projet de loi d'urgence pour Mayotte,116,Estelle Youssouffa,LIOT,"I. – À la fin de l’alinéa 2, supprimer les mots :  « les règles relatives ». II. – En conséquence, au début de l’alinéa 3, supprimer le mot : « À ». III. – En conséquence, à l’alinéa 4, substituer aux mots : « À l’organisation et à l’administration de l’établissement notamment » les mots : « Les règles relatives à l’organisation et à l’administration de l’établissement ». IV. – En conséquence, à l’alinéa 5, substituer aux mots :  « Aux missions de l’établissement et aux » les mots : « Les missions de l’établissement et les ». V. – En conséquence, à l’alinéa 6, substituer au mot : « permet » le mot : « prévoit ».",Amendement rédactionnel.
2025-01-20,RUANR5L17S2025IDS28940,Projet de loi d'urgence pour Mayotte,275,Philippe Naillet,SOC,"Compléter l’alinéa 1 par la phrase suivante : « Lorsque ces opérations sont situées en tout ou partie dans le périmètre d’un emplacement réservé ou d’une servitude visés à l’article L. 151‑41 du code de l’urbanisme, la commune peut s’y opposer ou imposer des adaptations au projet strictement liées à l’objet de ces emplacements et servitudes précités. »","Le présent amendement des députés Socialistes et apparentés vise à permettre aux communes de s’opposer à l’application des dispositions de l’article 6 lorsque les bâtiments visés sont situés dans le périmètre d’un emplacement réservé ou d’une servitude, ou à demander des adaptations des opérations afin de préserver l’objet de ces emplacements et servitudes. Il s’agit ainsi de permettre aux communes qui avaient des projets d’aménagement, de requalification ou de rénovation urbaine, qui peuvent inclure la nécessité de réaliser des acquisitions, expropriations, démolitions ou autres aménagements, de poursuivre leur réalisation, quand bien même des immeubles relevant du périmètre du dispositif du présent article seraient contenus dans ces projets. A titre d’exemple, imaginons qu’une commune ait prévu l’expropriation d’une friche industrielle ou artisanale en vue de sa démolition et de sa requalification, si le bâti visé avait été démoli par le cyclone Chido, anticipant en quelque sorte cette intention, il serait problématique que celui puisse être remis à neuf indépendamment du souhait de la collectivité, clairement défini au sein du règlement de son PLU par une servitude ou un emplacement réservé. Tel est l’objet du présent amendement."
